20260000|Alumno_0|Electronica|79.56
20260001|Alumno_1|Sistemas|92.84
20260002|Alumno_2|Industrial|91.1
20260003|Alumno_3|Industrial|90.26
20260004|Alumno_4|Industrial|62.28
20260005|Alumno_5|Mecatronica|63.97
20260006|Alumno_6|Mecatronica|85.49
20260007|Alumno_7|Electronica|61.46
20260008|Alumno_8|Industrial|66.57
20260009|Alumno_9|Sistemas|63.87
20260010|Alumno_10|Electronica|62.86
20260011|Alumno_11|Electronica|83.11
20260012|Alumno_12|Mecatronica|93.67
20260013|Alumno_13|Electronica|76.26
20260014|Alumno_14|Electronica|97.71
20260015|Alumno_15|Sistemas|91.59
20260016|Alumno_16|Electronica|90.31
20260017|Alumno_17|Sistemas|89.55
20260018|Alumno_18|Sistemas|64.51
20260019|Alumno_19|Industrial|95.25
20260020|Alumno_20|Sistemas|71.94
20260021|Alumno_21|Sistemas|62.31
20260022|Alumno_22|Mecatronica|80.98
20260023|Alumno_23|Mecatronica|64.85
20260024|Alumno_24|Mecatronica|61.84
20260025|Alumno_25|Mecatronica|65.19
20260026|Alumno_26|Industrial|76.25
20260027|Alumno_27|Sistemas|95.09
20260028|Alumno_28|Mecatronica|90.86
20260029|Alumno_29|Industrial|79.48
20260030|Alumno_30|Mecatronica|96.04
20260031|Alumno_31|Electronica|69.18
20260032|Alumno_32|Mecatronica|85.9
20260033|Alumno_33|Electronica|65.06
20260034|Alumno_34|Industrial|85.11
20260035|Alumno_35|Electronica|70.81
20260036|Alumno_36|Mecatronica|90.8
20260037|Alumno_37|Electronica|73.56
20260038|Alumno_38|Sistemas|62.87
20260039|Alumno_39|Industrial|73.31
20260040|Alumno_40|Mecatronica|63.5
20260041|Alumno_41|Industrial|73.23
20260042|Alumno_42|Industrial|91.54
20260043|Alumno_43|Industrial|93.51
20260044|Alumno_44|Sistemas|63.3
20260045|Alumno_45|Mecatronica|65.86
20260046|Alumno_46|Electronica|71.83
20260047|Alumno_47|Industrial|61.19
20260048|Alumno_48|Sistemas|82.48
20260049|Alumno_49|Electronica|76.94
20260050|Alumno_50|Industrial|92.9
20260051|Alumno_51|Industrial|75.86
20260052|Alumno_52|Sistemas|90.43
20260053|Alumno_53|Mecatronica|85.66
20260054|Alumno_54|Electronica|62.68
20260055|Alumno_55|Electronica|62.54
20260056|Alumno_56|Industrial|92.7
20260057|Alumno_57|Electronica|73.4
20260058|Alumno_58|Mecatronica|88.99
20260059|Alumno_59|Sistemas|70.95
20260060|Alumno_60|Sistemas|70.36
20260061|Alumno_61|Electronica|66.06
20260062|Alumno_62|Industrial|80.4
20260063|Alumno_63|Electronica|68.36
20260064|Alumno_64|Mecatronica|76.8
20260065|Alumno_65|Industrial|92.08
20260066|Alumno_66|Electronica|91.73
20260067|Alumno_67|Industrial|71.04
20260068|Alumno_68|Industrial|67.58
20260069|Alumno_69|Electronica|98.06
20260070|Alumno_70|Sistemas|93.21
20260071|Alumno_71|Sistemas|88.05
20260072|Alumno_72|Sistemas|85.04
20260073|Alumno_73|Electronica|65.97
20260074|Alumno_74|Industrial|84.91
20260075|Alumno_75|Industrial|91.77
20260076|Alumno_76|Industrial|90.45
20260077|Alumno_77|Sistemas|79.23
20260078|Alumno_78|Mecatronica|93.6
20260079|Alumno_79|Mecatronica|79.48
20260080|Alumno_80|Sistemas|86.16
20260081|Alumno_81|Industrial|94.2
20260082|Alumno_82|Sistemas|97.49
20260083|Alumno_83|Industrial|72.27
20260084|Alumno_84|Electronica|75.79
20260085|Alumno_85|Electronica|84.82
20260086|Alumno_86|Sistemas|96.11
20260087|Alumno_87|Mecatronica|60.57
20260088|Alumno_88|Mecatronica|84.34
20260089|Alumno_89|Mecatronica|77.67
20260090|Alumno_90|Electronica|69.28
20260091|Alumno_91|Electronica|91.11
20260092|Alumno_92|Industrial|72.85
20260093|Alumno_93|Sistemas|65.44
20260094|Alumno_94|Mecatronica|88.66
20260095|Alumno_95|Sistemas|66.29
20260096|Alumno_96|Electronica|70.85
20260097|Alumno_97|Electronica|93.66
20260098|Alumno_98|Electronica|83.85
20260099|Alumno_99|Industrial|82.46
20260100|Alumno_100|Mecatronica|75.38
20260101|Alumno_101|Sistemas|91.68
20260102|Alumno_102|Industrial|74.5
20260103|Alumno_103|Electronica|84.66
20260104|Alumno_104|Mecatronica|65.98
20260105|Alumno_105|Mecatronica|69.16
20260106|Alumno_106|Industrial|95.17
20260107|Alumno_107|Mecatronica|79.55
20260108|Alumno_108|Mecatronica|77.19
20260109|Alumno_109|Mecatronica|85.94
20260110|Alumno_110|Electronica|93.73
20260111|Alumno_111|Industrial|82.16
20260112|Alumno_112|Industrial|62.64
20260113|Alumno_113|Sistemas|62.15
20260114|Alumno_114|Mecatronica|66.93
20260115|Alumno_115|Sistemas|62.58
20260116|Alumno_116|Mecatronica|86.62
20260117|Alumno_117|Mecatronica|69.85
20260118|Alumno_118|Electronica|93.29
20260119|Alumno_119|Industrial|83.11
20260120|Alumno_120|Electronica|68.19
20260121|Alumno_121|Sistemas|98.13
20260122|Alumno_122|Industrial|82.88
20260123|Alumno_123|Electronica|84.13
20260124|Alumno_124|Mecatronica|78.65
20260125|Alumno_125|Sistemas|99.49
20260126|Alumno_126|Mecatronica|74.11
20260127|Alumno_127|Industrial|76.69
20260128|Alumno_128|Industrial|83.95
20260129|Alumno_129|Electronica|90.49
20260130|Alumno_130|Sistemas|82.84
20260131|Alumno_131|Mecatronica|96.71
20260132|Alumno_132|Sistemas|90.38
20260133|Alumno_133|Mecatronica|84.16
20260134|Alumno_134|Mecatronica|85.28
20260135|Alumno_135|Electronica|69.34
20260136|Alumno_136|Electronica|78.16
20260137|Alumno_137|Electronica|81.04
20260138|Alumno_138|Industrial|69.03
20260139|Alumno_139|Mecatronica|71.47
20260140|Alumno_140|Sistemas|72.67
20260141|Alumno_141|Electronica|74.2
20260142|Alumno_142|Electronica|88.97
20260143|Alumno_143|Industrial|83.63
20260144|Alumno_144|Mecatronica|79.58
20260145|Alumno_145|Mecatronica|83.79
20260146|Alumno_146|Mecatronica|70.5
20260147|Alumno_147|Electronica|78.08
20260148|Alumno_148|Mecatronica|77.14
20260149|Alumno_149|Mecatronica|62.34
20260150|Alumno_150|Electronica|64.97
20260151|Alumno_151|Sistemas|63.44
20260152|Alumno_152|Electronica|82.99
20260153|Alumno_153|Mecatronica|90.5
20260154|Alumno_154|Electronica|85.34
20260155|Alumno_155|Mecatronica|80.45
20260156|Alumno_156|Mecatronica|71.9
20260157|Alumno_157|Industrial|89.24
20260158|Alumno_158|Mecatronica|77.01
20260159|Alumno_159|Electronica|69.35
20260160|Alumno_160|Mecatronica|78.67
20260161|Alumno_161|Mecatronica|77.13
20260162|Alumno_162|Industrial|98.06
20260163|Alumno_163|Mecatronica|70.27
20260164|Alumno_164|Industrial|82.65
20260165|Alumno_165|Industrial|88.04
20260166|Alumno_166|Mecatronica|77.11
20260167|Alumno_167|Industrial|62.44
20260168|Alumno_168|Sistemas|83.42
20260169|Alumno_169|Industrial|89.38
20260170|Alumno_170|Sistemas|71.59
20260171|Alumno_171|Electronica|64.13
20260172|Alumno_172|Industrial|92.31
20260173|Alumno_173|Industrial|62.0
20260174|Alumno_174|Industrial|81.47
20260175|Alumno_175|Mecatronica|79.62
20260176|Alumno_176|Mecatronica|76.4
20260177|Alumno_177|Mecatronica|88.7
20260178|Alumno_178|Industrial|61.93
20260179|Alumno_179|Sistemas|70.42
20260180|Alumno_180|Industrial|66.38
20260181|Alumno_181|Mecatronica|65.58
20260182|Alumno_182|Sistemas|68.24
20260183|Alumno_183|Electronica|64.71
20260184|Alumno_184|Mecatronica|73.72
20260185|Alumno_185|Sistemas|93.52
20260186|Alumno_186|Sistemas|71.11
20260187|Alumno_187|Electronica|76.29
20260188|Alumno_188|Industrial|80.59
20260189|Alumno_189|Industrial|97.27
20260190|Alumno_190|Mecatronica|81.68
20260191|Alumno_191|Sistemas|68.38
20260192|Alumno_192|Sistemas|66.36
20260193|Alumno_193|Sistemas|60.76
20260194|Alumno_194|Electronica|93.69
20260195|Alumno_195|Sistemas|86.3
20260196|Alumno_196|Electronica|76.45
20260197|Alumno_197|Mecatronica|67.75
20260198|Alumno_198|Sistemas|87.43
20260199|Alumno_199|Electronica|62.21
20260200|Alumno_200|Mecatronica|68.0
20260201|Alumno_201|Sistemas|76.88
