20260000|Alumno_0|Sistemas|94.81
20260001|Alumno_1|Electronica|92.34
20260002|Alumno_2|Electronica|65.19
20260003|Alumno_3|Industrial|84.07
20260004|Alumno_4|Industrial|83.68
20260005|Alumno_5|Mecatronica|83.91
20260006|Alumno_6|Mecatronica|98.8
20260007|Alumno_7|Mecatronica|93.1
20260008|Alumno_8|Mecatronica|96.54
20260009|Alumno_9|Industrial|84.71
20260010|Alumno_10|Industrial|85.0
20260011|Alumno_11|Sistemas|89.01
20260012|Alumno_12|Electronica|78.41
20260013|Alumno_13|Electronica|70.05
20260014|Alumno_14|Mecatronica|84.27
20260015|Alumno_15|Electronica|72.13
20260016|Alumno_16|Electronica|74.64
20260017|Alumno_17|Industrial|94.17
20260018|Alumno_18|Mecatronica|90.0
20260019|Alumno_19|Electronica|70.65
20260020|Alumno_20|Sistemas|99.79
20260021|Alumno_21|Industrial|74.66
20260022|Alumno_22|Electronica|87.71
20260023|Alumno_23|Industrial|97.9
20260024|Alumno_24|Electronica|87.69
20260025|Alumno_25|Sistemas|82.03
20260026|Alumno_26|Electronica|73.38
20260027|Alumno_27|Industrial|92.45
20260028|Alumno_28|Industrial|75.61
20260029|Alumno_29|Sistemas|79.59
20260030|Alumno_30|Mecatronica|64.22
20260031|Alumno_31|Sistemas|73.47
20260032|Alumno_32|Industrial|90.0
20260033|Alumno_33|Industrial|83.21
20260034|Alumno_34|Mecatronica|68.23
20260035|Alumno_35|Sistemas|76.36
20260036|Alumno_36|Sistemas|69.81
20260037|Alumno_37|Sistemas|81.21
20260038|Alumno_38|Mecatronica|86.61
20260039|Alumno_39|Electronica|73.34
20260040|Alumno_40|Electronica|69.4
20260041|Alumno_41|Sistemas|75.21
20260042|Alumno_42|Mecatronica|81.68
20260043|Alumno_43|Sistemas|88.3
20260044|Alumno_44|Electronica|84.67
20260045|Alumno_45|Electronica|76.16
20260046|Alumno_46|Sistemas|60.86
20260047|Alumno_47|Mecatronica|76.29
20260048|Alumno_48|Electronica|68.01
20260049|Alumno_49|Electronica|77.05
20260050|Alumno_50|Electronica|87.77
20260051|Alumno_51|Mecatronica|71.33
20260052|Alumno_52|Mecatronica|68.26
20260053|Alumno_53|Sistemas|89.87
20260054|Alumno_54|Industrial|60.21
20260055|Alumno_55|Electronica|88.99
20260056|Alumno_56|Mecatronica|68.31
20260057|Alumno_57|Electronica|64.32
20260058|Alumno_58|Mecatronica|63.53
20260059|Alumno_59|Sistemas|68.25
20260060|Alumno_60|Industrial|78.81
20260061|Alumno_61|Mecatronica|84.73
20260062|Alumno_62|Industrial|71.8
20260063|Alumno_63|Mecatronica|75.93
20260064|Alumno_64|Industrial|94.7
20260065|Alumno_65|Industrial|60.01
20260066|Alumno_66|Electronica|77.1
20260067|Alumno_67|Electronica|82.73
20260068|Alumno_68|Electronica|69.38
20260069|Alumno_69|Electronica|75.79
20260070|Alumno_70|Mecatronica|88.92
20260071|Alumno_71|Industrial|90.05
20260072|Alumno_72|Electronica|73.43
20260073|Alumno_73|Mecatronica|71.77
20260074|Alumno_74|Electronica|70.73
20260075|Alumno_75|Sistemas|68.76
20260076|Alumno_76|Electronica|71.66
20260077|Alumno_77|Electronica|98.0
20260078|Alumno_78|Industrial|82.77
20260079|Alumno_79|Industrial|62.91
20260080|Alumno_80|Sistemas|77.22
20260081|Alumno_81|Sistemas|77.41
20260082|Alumno_82|Mecatronica|75.58
20260083|Alumno_83|Mecatronica|99.62
20260084|Alumno_84|Electronica|79.4
20260085|Alumno_85|Electronica|82.48
20260086|Alumno_86|Sistemas|85.11
20260087|Alumno_87|Electronica|93.07
20260088|Alumno_88|Industrial|66.43
20260089|Alumno_89|Industrial|70.29
20260090|Alumno_90|Sistemas|71.86
20260091|Alumno_91|Sistemas|87.82
20260092|Alumno_92|Industrial|72.6
20260093|Alumno_93|Mecatronica|96.96
20260094|Alumno_94|Mecatronica|87.51
20260095|Alumno_95|Electronica|66.17
20260096|Alumno_96|Mecatronica|71.2
20260097|Alumno_97|Industrial|73.78
20260098|Alumno_98|Sistemas|74.2
20260099|Alumno_99|Industrial|81.94
20260100|Alumno_100|Electronica|88.07
20260101|Alumno_101|Electronica|74.11
20260102|Alumno_102|Industrial|96.33
20260103|Alumno_103|Sistemas|98.45
20260104|Alumno_104|Mecatronica|86.71
20260105|Alumno_105|Electronica|96.96
20260106|Alumno_106|Mecatronica|83.59
20260107|Alumno_107|Electronica|99.45
20260108|Alumno_108|Sistemas|73.33
20260109|Alumno_109|Mecatronica|77.46
20260110|Alumno_110|Industrial|84.74
20260111|Alumno_111|Mecatronica|93.84
20260112|Alumno_112|Mecatronica|91.32
20260113|Alumno_113|Industrial|88.42
20260114|Alumno_114|Sistemas|93.2
20260115|Alumno_115|Industrial|70.37
20260116|Alumno_116|Electronica|70.14
20260117|Alumno_117|Mecatronica|95.06
20260118|Alumno_118|Electronica|72.81
20260119|Alumno_119|Industrial|93.93
20260120|Alumno_120|Sistemas|90.12
20260121|Alumno_121|Mecatronica|74.53
20260122|Alumno_122|Electronica|96.89
20260123|Alumno_123|Electronica|85.13
20260124|Alumno_124|Industrial|94.11
20260125|Alumno_125|Sistemas|63.28
20260126|Alumno_126|Mecatronica|62.63
20260127|Alumno_127|Industrial|66.9
20260128|Alumno_128|Electronica|79.26
20260129|Alumno_129|Mecatronica|65.38
20260130|Alumno_130|Electronica|82.12
20260131|Alumno_131|Mecatronica|62.27
20260132|Alumno_132|Mecatronica|88.28
20260133|Alumno_133|Sistemas|78.27
20260134|Alumno_134|Industrial|69.86
20260135|Alumno_135|Industrial|93.17
20260136|Alumno_136|Sistemas|72.32
20260137|Alumno_137|Sistemas|69.3
20260138|Alumno_138|Mecatronica|94.91
20260139|Alumno_139|Electronica|99.45
20260140|Alumno_140|Mecatronica|73.22
20260141|Alumno_141|Sistemas|99.72
20260142|Alumno_142|Electronica|86.84
20260143|Alumno_143|Mecatronica|87.42
20260144|Alumno_144|Industrial|79.31
20260145|Alumno_145|Sistemas|61.05
20260146|Alumno_146|Electronica|90.69
20260147|Alumno_147|Industrial|67.89
20260148|Alumno_148|Industrial|62.18
20260149|Alumno_149|Sistemas|78.66
20260150|Alumno_150|Sistemas|63.76
20260151|Alumno_151|Electronica|64.08
20260152|Alumno_152|Electronica|66.42
20260153|Alumno_153|Electronica|88.07
20260154|Alumno_154|Industrial|65.51
20260155|Alumno_155|Mecatronica|97.43
20260156|Alumno_156|Sistemas|63.76
20260157|Alumno_157|Electronica|89.82
20260158|Alumno_158|Sistemas|77.93
20260159|Alumno_159|Mecatronica|61.73
20260160|Alumno_160|Electronica|82.43
20260161|Alumno_161|Sistemas|63.04
20260162|Alumno_162|Industrial|97.79
20260163|Alumno_163|Industrial|75.73
20260164|Alumno_164|Industrial|63.74
20260165|Alumno_165|Industrial|82.19
